alpha_2_code,subdivision_category_id,subdivision_code
ET,363,ET-HA
ET,363,ET-OR
ET,363,ET-SI
ET,363,ET-SN
ET,363,ET-SO
ET,363,ET-TI
ET,409,ET-AA
ET,409,ET-DD
FI,150,FI-01
FI,150,FI-02
FI,150,FI-03
FI,150,FI-04
FI,150,FI-05
FI,150,FI-06
FI,150,FI-07
FI,150,FI-08
FI,150,FI-09
FI,150,FI-10
FI,150,FI-11
FI,150,FI-12
FI,150,FI-13
FI,150,FI-14
FI,150,FI-15
FI,150,FI-16
FI,150,FI-17
FI,150,FI-18
FI,150,FI-19
FJ,353,FJ-R
FJ,410,FJ-C
FJ,450,FJ-09
FJ,450,FJ-10
FJ,450,FJ-12
FJ,450,FJ-13
FJ,450,FJ-14
FJ,410,FJ-E
FJ,450,FJ-04
FJ,450,FJ-05
FJ,450,FJ-06
FJ,410,FJ-N
FJ,450,FJ-02
FJ,450,FJ-03
FJ,450,FJ-07
FJ,410,FJ-W
FJ,450,FJ-01
FJ,450,FJ-08
FJ,450,FJ-11
FM,181,FM-KSA
FM,181,FM-PNI
FM,181,FM-TRK
FM,181,FM-YAP
FR,240,FR-ARA
FR,151,FR-01
FR,151,FR-03
FR,151,FR-07
FR,151,FR-15
FR,151,FR-26
FR,151,FR-38
FR,151,FR-42
FR,151,FR-43
FR,151,FR-63
FR,151,FR-69
FR,151,FR-73
FR,151,FR-74
FR,475,FR-69M
FR,240,FR-BFC
FR,151,FR-21
FR,151,FR-25
FR,151,FR-39
FR,151,FR-58
FR,151,FR-70
FR,151,FR-71
FR,151,FR-89
FR,151,FR-90
FR,240,FR-BRE
FR,151,FR-22
FR,151,FR-29
FR,151,FR-35
FR,151,FR-56
FR,240,FR-CVL
FR,151,FR-18
FR,151,FR-28
FR,151,FR-36
FR,151,FR-37
FR,151,FR-41
FR,151,FR-45
FR,240,FR-GES
FR,151,FR-08
FR,151,FR-10
FR,151,FR-51
FR,151,FR-52
FR,151,FR-54
FR,151,FR-55
FR,151,FR-57
FR,151,FR-88
FR,493,FR-6AE
FR,151,FR-67
FR,151,FR-68
FR,240,FR-HDF
FR,151,FR-02
FR,151,FR-59
FR,151,FR-60
FR,151,FR-62
FR,151,FR-80
FR,240,FR-IDF
FR,151,FR-77
FR,151,FR-78
FR,151,FR-91
FR,151,FR-92
FR,151,FR-93
FR,151,FR-94
FR,151,FR-95
FR,475,FR-75C
FR,240,FR-NAQ
FR,151,FR-16
FR,151,FR-17
FR,151,FR-19
FR,151,FR-23
FR,151,FR-24
FR,151,FR-33
FR,151,FR-40
FR,151,FR-47
FR,151,FR-64
FR,151,FR-79
FR,151,FR-86
FR,151,FR-87
FR,240,FR-NOR
FR,151,FR-14
FR,151,FR-27
FR,151,FR-50
FR,151,FR-61
FR,151,FR-76
FR,240,FR-OCC
FR,151,FR-09
FR,151,FR-11
FR,151,FR-12
FR,151,FR-30
FR,151,FR-31
FR,151,FR-32
FR,151,FR-34
FR,151,FR-46
FR,151,FR-48
FR,151,FR-65
FR,151,FR-66
FR,151,FR-81
FR,151,FR-82
FR,240,FR-PAC
FR,151,FR-04
FR,151,FR-05
FR,151,FR-06
FR,151,FR-13
FR,151,FR-83
FR,151,FR-84
FR,240,FR-PDL
FR,151,FR-44
FR,151,FR-49
FR,151,FR-53
FR,151,FR-72
FR,151,FR-85
FR,305,FR-CP
FR,368,FR-BL
FR,368,FR-MF
FR,368,FR-PF
FR,368,FR-PM
FR,368,FR-WF
FR,475,FR-20R
FR,151,FR-2A
FR,151,FR-2B
FR,489,FR-NC
FR,490,FR-TF
FR,494,FR-972
FR,494,FR-973
FR,495,FR-971
FR,495,FR-974
FR,495,FR-976
GA,394,GA-1
GA,394,GA-2
GA,394,GA-3
GA,394,GA-4
GA,394,GA-5
GA,394,GA-6
GA,394,GA-7
GA,394,GA-8
GA,394,GA-9
GB,491,GB-ENG
GB,113,GB-BKM
GB,113,GB-CAM
GB,113,GB-CMA
GB,113,GB-DBY
GB,113,GB-DEV
GB,113,GB-DOR
GB,113,GB-ESS
GB,113,GB-ESX
GB,113,GB-GLS
GB,113,GB-HAM
GB,113,GB-HRT
GB,113,GB-KEN
GB,113,GB-LAN
GB,113,GB-LEC
GB,113,GB-LIN
GB,113,GB-NFK
GB,113,GB-NTH
GB,113,GB-NTT
GB,113,GB-NYK
GB,113,GB-OXF
GB,113,GB-SFK
GB,113,GB-SOM
GB,113,GB-SRY
GB,113,GB-STS
GB,113,GB-WAR
GB,113,GB-WOR
GB,113,GB-WSX
GB,284,GB-BAS
GB,284,GB-BBD
GB,284,GB-BCP
GB,284,GB-BDF
GB,284,GB-BNH
GB,284,GB-BPL
GB,284,GB-BRC
GB,284,GB-BST
GB,284,GB-CBF
GB,284,GB-CHE
GB,284,GB-CHW
GB,284,GB-CON
GB,284,GB-DAL
GB,284,GB-DER
GB,284,GB-DUR
GB,284,GB-ERY
GB,284,GB-HAL
GB,284,GB-HEF
GB,284,GB-HPL
GB,284,GB-IOS
GB,284,GB-IOW
GB,284,GB-KHL
GB,284,GB-LCE
GB,284,GB-LUT
GB,284,GB-MDB
GB,284,GB-MDW
GB,284,GB-MIK
GB,284,GB-NBL
GB,284,GB-NEL
GB,284,GB-NGM
GB,284,GB-NLN
GB,284,GB-NSM
GB,284,GB-PLY
GB,284,GB-POR
GB,284,GB-PTE
GB,284,GB-RCC
GB,284,GB-RDG
GB,284,GB-RUT
GB,284,GB-SGC
GB,284,GB-SHR
GB,284,GB-SLG
GB,284,GB-SOS
GB,284,GB-STE
GB,284,GB-STH
GB,284,GB-STT
GB,284,GB-SWD
GB,284,GB-TFW
GB,284,GB-THR
GB,284,GB-TOB
GB,284,GB-WBK
GB,284,GB-WIL
GB,284,GB-WNM
GB,284,GB-WOK
GB,284,GB-WRT
GB,284,GB-YOR
GB,369,GB-BIR
GB,369,GB-BNS
GB,369,GB-BOL
GB,369,GB-BRD
GB,369,GB-BUR
GB,369,GB-CLD
GB,369,GB-COV
GB,369,GB-DNC
GB,369,GB-DUD
GB,369,GB-GAT
GB,369,GB-KIR
GB,369,GB-KWL
GB,369,GB-LDS
GB,369,GB-LIV
GB,369,GB-MAN
GB,369,GB-NET
GB,369,GB-NTY
GB,369,GB-OLD
GB,369,GB-RCH
GB,369,GB-ROT
GB,369,GB-SAW
GB,369,GB-SFT
GB,369,GB-SHF
GB,369,GB-SHN
GB,369,GB-SKP
GB,369,GB-SLF
GB,369,GB-SND
GB,369,GB-SOL
GB,369,GB-STY
GB,369,GB-TAM
GB,369,GB-TRF
GB,369,GB-WGN
GB,369,GB-WKF
GB,369,GB-WLL
GB,369,GB-WLV
GB,369,GB-WRL
GB,370,GB-BDG
GB,370,GB-BEN
GB,370,GB-BEX
GB,370,GB-BNE
GB,370,GB-BRY
GB,370,GB-CMD
GB,370,GB-CRY
GB,370,GB-EAL
GB,370,GB-ENF
GB,370,GB-GRE
GB,370,GB-HAV
GB,370,GB-HCK
GB,370,GB-HIL
GB,370,GB-HMF
GB,370,GB-HNS
GB,370,GB-HRW
GB,370,GB-HRY
GB,370,GB-ISL
GB,370,GB-KEC
GB,370,GB-KTT
GB,370,GB-LBH
GB,370,GB-LEW
GB,370,GB-MRT
GB,370,GB-NWM
GB,370,GB-RDB
GB,370,GB-RIC
GB,370,GB-STN
GB,370,GB-SWK
GB,370,GB-TWH
GB,370,GB-WFT
GB,370,GB-WND
GB,370,GB-WSM
GB,402,GB-LND
GB,491,GB-SCT
GB,112,GB-ABD
GB,112,GB-ABE
GB,112,GB-AGB
GB,112,GB-ANS
GB,112,GB-CLK
GB,112,GB-DGY
GB,112,GB-DND
GB,112,GB-EAY
GB,112,GB-EDH
GB,112,GB-EDU
GB,112,GB-ELN
GB,112,GB-ELS
GB,112,GB-ERW
GB,112,GB-FAL
GB,112,GB-FIF
GB,112,GB-GLG
GB,112,GB-HLD
GB,112,GB-IVC
GB,112,GB-MLN
GB,112,GB-MRY
GB,112,GB-NAY
GB,112,GB-NLK
GB,112,GB-ORK
GB,112,GB-PKN
GB,112,GB-RFW
GB,112,GB-SAY
GB,112,GB-SCB
GB,112,GB-SLK
GB,112,GB-STG
GB,112,GB-WDU
GB,112,GB-WLN
GB,112,GB-ZET
GB,491,GB-WLS
GB,284,GB-AGY
GB,284,GB-BGE
GB,284,GB-BGW
GB,284,GB-CAY
GB,284,GB-CGN
GB,284,GB-CMN
GB,284,GB-CRF
GB,284,GB-CWY
GB,284,GB-DEN
GB,284,GB-FLN
GB,284,GB-GWN
GB,284,GB-MON
GB,284,GB-MTY
GB,284,GB-NTL
GB,284,GB-NWP
GB,284,GB-PEM
GB,284,GB-POW
GB,284,GB-RCT
GB,284,GB-SWA
GB,284,GB-TOF
GB,284,GB-VGL
GB,284,GB-WRX
GB,492,GB-NIR
GB,283,GB-ABC
GB,283,GB-AND
GB,283,GB-ANN
GB,283,GB-BFS
GB,283,GB-CCG
GB,283,GB-DRS
GB,283,GB-FMO
GB,283,GB-LBC
GB,283,GB-MEA
GB,283,GB-MUL
GB,283,GB-NMD
GD,242,GD-01
GD,242,GD-02
GD,242,GD-03
GD,242,GD-04
GD,242,GD-05
GD,242,GD-06
GD,351,GD-10
GE,201,GE-GU
GE,201,GE-IM
GE,201,GE-KA
GE,201,GE-KK
GE,201,GE-MM
GE,201,GE-RL
GE,201,GE-SJ
GE,201,GE-SK
GE,201,GE-SZ
GE,299,GE-AB
GE,299,GE-AJ
GE,314,GE-TB
GH,114,GH-AA
GH,114,GH-AF
GH,114,GH-AH
GH,114,GH-BE
GH,114,GH-BO
GH,114,GH-CP
GH,114,GH-EP
GH,114,GH-NE
GH,114,GH-NP
GH,114,GH-OT
GH,114,GH-SV
GH,114,GH-TV
GH,114,GH-UE
GH,114,GH-UW
GH,114,GH-WN
GH,114,GH-WP
GL,243,GL-AV
GL,243,GL-KU
GL,243,GL-QE
GL,243,GL-QT
GL,243,GL-SM
GM,225,GM-L
GM,225,GM-M
GM,225,GM-N
GM,225,GM-U
GM,225,GM-W
GM,442,GM-B
GN,184,GN-C
GN,346,GN-B
GN,415,GN-BF
GN,415,GN-BK
GN,415,GN-FR
GN,415,GN-GA
GN,415,GN-KN
GN,346,GN-D
GN,415,GN-CO
GN,415,GN-DU
GN,415,GN-FO
GN,415,GN-KD
GN,415,GN-TE
GN,346,GN-F
GN,415,GN-DB
GN,415,GN-DI
GN,415,GN-FA
GN,415,GN-KS
GN,346,GN-K
GN,415,GN-KA
GN,415,GN-KE
GN,415,GN-KO
GN,415,GN-MD
GN,415,GN-SI
GN,346,GN-L
GN,415,GN-KB
GN,415,GN-LA
GN,415,GN-LE
GN,415,GN-ML
GN,415,GN-TO
GN,346,GN-M
GN,415,GN-DL
GN,415,GN-MM
GN,415,GN-PI
GN,346,GN-N
GN,415,GN-BE
GN,415,GN-GU
GN,415,GN-LO
GN,415,GN-MC
GN,415,GN-NZ
GN,415,GN-YO
GQ,300,GQ-C
GQ,244,GQ-CS
GQ,244,GQ-DJ
GQ,244,GQ-KN
GQ,244,GQ-LI
GQ,244,GQ-WN
GQ,300,GQ-I
GQ,244,GQ-AN
GQ,244,GQ-BN
GQ,244,GQ-BS
GR,185,GR-69
GR,202,GR-A
GR,202,GR-B
GR,202,GR-C
GR,202,GR-D
GR,202,GR-E
GR,202,GR-F
GR,202,GR-G
GR,202,GR-H
GR,202,GR-I
GR,202,GR-J
GR,202,GR-K
GR,202,GR-L
GR,202,GR-M
GT,372,GT-01
GT,372,GT-02
GT,372,GT-03
GT,372,GT-04
GT,372,GT-05
GT,372,GT-06
GT,372,GT-07
GT,372,GT-08
GT,372,GT-09
GT,372,GT-10
GT,372,GT-11
GT,372,GT-12
GT,372,GT-13
GT,372,GT-14
GT,372,GT-15
GT,372,GT-16
GT,372,GT-17
GT,372,GT-18
GT,372,GT-19
GT,372,GT-20
GT,372,GT-21
GT,372,GT-22
GW,139,GW-BS
GW,301,GW-L
GW,416,GW-BA
GW,416,GW-GA
GW,301,GW-N
GW,416,GW-BM
GW,416,GW-CA
GW,416,GW-OI
GW,301,GW-S
GW,416,GW-BL
GW,416,GW-QU
GW,416,GW-TO
GY,302,GY-BA
GY,302,GY-CU
GY,302,GY-DE
GY,302,GY-EB
GY,302,GY-ES
GY,302,GY-MA
GY,302,GY-PM
GY,302,GY-PT
GY,302,GY-UD
GY,302,GY-UT
HN,203,HN-AT
HN,203,HN-CH
HN,203,HN-CL
HN,203,HN-CM
HN,203,HN-CP
HN,203,HN-CR
HN,203,HN-EP
HN,203,HN-FM
HN,203,HN-GD
HN,203,HN-IB
HN,203,HN-IN
HN,203,HN-LE
HN,203,HN-LP
HN,203,HN-OC
HN,203,HN-OL
HN,203,HN-SB
HN,203,HN-VA
HN,203,HN-YO
HR,115,HR-01
HR,115,HR-02
HR,115,HR-03
HR,115,HR-04
HR,115,HR-05
HR,115,HR-06
HR,115,HR-07
HR,115,HR-08
HR,115,HR-09
HR,115,HR-10
HR,115,HR-11
HR,115,HR-12
HR,115,HR-13
HR,115,HR-14
HR,115,HR-15
HR,115,HR-16
HR,115,HR-17
HR,115,HR-18
HR,115,HR-19
HR,115,HR-20
HR,347,HR-21
HT,116,HT-AR
HT,116,HT-CE
HT,116,HT-GA
HT,116,HT-ND
HT,116,HT-NE
HT,116,HT-NI
HT,116,HT-NO
HT,116,HT-OU
HT,116,HT-SD
HT,116,HT-SE
HU,204,HU-BA
HU,204,HU-BE
HU,204,HU-BK
HU,204,HU-BZ
HU,204,HU-CS
HU,204,HU-FE
HU,204,HU-GS
HU,204,HU-HB
HU,204,HU-HE
HU,204,HU-JN
HU,204,HU-KE
HU,204,HU-NO
HU,204,HU-PE
HU,204,HU-SO
HU,204,HU-SZ
HU,204,HU-TO
HU,204,HU-VA
HU,204,HU-VE
HU,204,HU-ZA
HU,245,HU-BC
HU,245,HU-DE
HU,245,HU-DU
HU,245,HU-EG
HU,245,HU-ER
HU,245,HU-GY
HU,245,HU-HV
HU,245,HU-KM
HU,245,HU-KV
HU,245,HU-MI
HU,245,HU-NK
HU,245,HU-NY
HU,245,HU-PS
HU,245,HU-SD
HU,245,HU-SF
HU,245,HU-SH
HU,245,HU-SK
HU,245,HU-SN
HU,245,HU-SS
HU,245,HU-ST
HU,245,HU-TB
HU,245,HU-VM
HU,245,HU-ZE
HU,406,HU-BU
ID,159,ID-JW
ID,205,ID-BT
ID,205,ID-JB
ID,205,ID-JI
ID,205,ID-JT
ID,269,ID-YO
ID,358,ID-JK
ID,159,ID-KA
ID,205,ID-KB
ID,205,ID-KI
ID,205,ID-KS
ID,205,ID-KT
ID,205,ID-KU
ID,159,ID-ML
ID,205,ID-MA
ID,205,ID-MU
ID,159,ID-NU
ID,205,ID-BA
ID,205,ID-NB
ID,205,ID-NT
ID,159,ID-PP
ID,205,ID-PA
ID,205,ID-PB
ID,159,ID-SL
ID,205,ID-GO
ID,205,ID-SA
ID,205,ID-SG
ID,205,ID-SN
ID,205,ID-SR
ID,205,ID-ST
ID,159,ID-SM
ID,205,ID-AC
ID,205,ID-BB
ID,205,ID-BE
ID,205,ID-JA
ID,205,ID-KR
ID,205,ID-LA
ID,205,ID-RI
ID,205,ID-SB
ID,205,ID-SS
ID,205,ID-SU
IE,417,IE-C
IE,246,IE-G
IE,246,IE-LM
IE,246,IE-MO
IE,246,IE-RN
IE,246,IE-SO
IE,417,IE-L
IE,246,IE-CW
IE,246,IE-D
IE,246,IE-KE
IE,246,IE-KK
IE,246,IE-LD
IE,246,IE-LH
IE,246,IE-LS
IE,246,IE-MH
IE,246,IE-OY
IE,246,IE-WH
IE,246,IE-WW
IE,246,IE-WX
IE,417,IE-M
IE,246,IE-CE
IE,246,IE-CO
IE,246,IE-KY
IE,246,IE-LK
IE,246,IE-TA
IE,246,IE-WD
IE,417,IE-U
IE,246,IE-CN
IE,246,IE-DL
IE,246,IE-MN
IL,354,IL-D
IL,354,IL-HA
IL,354,IL-JM
IL,354,IL-M
IL,354,IL-TA
IL,354,IL-Z
IN,327,IN-AN
IN,327,IN-CH
IN,327,IN-DH
IN,327,IN-DL
IN,327,IN-JK
IN,327,IN-LA
IN,327,IN-LD
IN,327,IN-PY
IN,373,IN-AP
IN,373,IN-AR
IN,373,IN-AS
IN,373,IN-BR
IN,373,IN-CT
IN,373,IN-GA
IN,373,IN-GJ
IN,373,IN-HP
IN,373,IN-HR
IN,373,IN-JH
IN,373,IN-KA
IN,373,IN-KL
IN,373,IN-MH
IN,373,IN-ML
IN,373,IN-MN
IN,373,IN-MP
IN,373,IN-MZ
IN,373,IN-NL
IN,373,IN-OR
IN,373,IN-PB
IN,373,IN-RJ
IN,373,IN-SK
IN,373,IN-TG
IN,373,IN-TN
IN,373,IN-TR
IN,373,IN-UP
IN,373,IN-UT
IN,373,IN-WB
IQ,160,IQ-AN
IQ,160,IQ-BA
IQ,160,IQ-BB
IQ,160,IQ-BG
IQ,160,IQ-DI
IQ,160,IQ-DQ
IQ,160,IQ-KA
IQ,160,IQ-KI
IQ,160,IQ-MA
IQ,160,IQ-MU
IQ,160,IQ-NA
IQ,160,IQ-NI
IQ,160,IQ-QA
IQ,160,IQ-SD
IQ,160,IQ-WA
IQ,496,IQ-KR
IQ,160,IQ-AR
IQ,160,IQ-DA
IQ,160,IQ-SU
IR,418,IR-00
IR,418,IR-01
IR,418,IR-02
IR,418,IR-03
IR,418,IR-04
IR,418,IR-05
IR,418,IR-06
IR,418,IR-07
IR,418,IR-08
IR,418,IR-09
IR,418,IR-10
IR,418,IR-11
IR,418,IR-12
IR,418,IR-13
IR,418,IR-14
IR,418,IR-15
IR,418,IR-16
IR,418,IR-17
IR,418,IR-18
IR,418,IR-19
IR,418,IR-20
IR,418,IR-21
IR,418,IR-22
IR,418,IR-23
IR,418,IR-24
IR,418,IR-25
IR,418,IR-26
IR,418,IR-27
IR,418,IR-28
IR,418,IR-29
IR,418,IR-30
IS,419,IS-1
IS,485,IS-GAR
IS,485,IS-HAF
IS,485,IS-KJO
IS,485,IS-KOP
IS,485,IS-MOS
IS,485,IS-RKV
IS,485,IS-SEL
IS,419,IS-2
IS,485,IS-GRN
IS,485,IS-RKN
IS,485,IS-SDN
IS,485,IS-SVG
IS,419,IS-3
IS,485,IS-AKN
IS,485,IS-BOG
IS,485,IS-DAB
IS,485,IS-EOM
IS,485,IS-GRU
IS,485,IS-HEL
IS,485,IS-HVA
IS,485,IS-SKO
IS,485,IS-SNF
IS,485,IS-STY
IS,419,IS-4
IS,485,IS-ARN
IS,485,IS-BOL
IS,485,IS-ISA
IS,485,IS-KAL
IS,485,IS-RHH
IS,485,IS-SDV
IS,485,IS-STR
IS,485,IS-TAL
IS,485,IS-VER
IS,419,IS-5
IS,485,IS-AKH
IS,485,IS-BLO
IS,485,IS-HUT
IS,485,IS-HUV
IS,485,IS-SKG
IS,485,IS-SSF
IS,485,IS-SSS
IS,419,IS-6
IS,485,IS-AKU
IS,485,IS-DAV
IS,485,IS-EYF
IS,485,IS-FJL
IS,485,IS-GRY
IS,485,IS-HRG
IS,485,IS-LAN
IS,485,IS-NOR
IS,485,IS-SBH
IS,485,IS-SBT
IS,485,IS-SKU
IS,485,IS-THG
IS,485,IS-TJO
IS,419,IS-7
IS,485,IS-FJD
IS,485,IS-FLR
IS,485,IS-MUL
IS,485,IS-SHF
IS,485,IS-VOP
IS,419,IS-8
IS,485,IS-ASA
IS,485,IS-BLA
IS,485,IS-FLA
IS,485,IS-GOG
IS,485,IS-HRU
IS,485,IS-HVE
IS,485,IS-MYR
IS,485,IS-RGE
IS,485,IS-RGY
IS,485,IS-SFA
IS,485,IS-SKF
IS,485,IS-SOG
IS,485,IS-SOL
IS,485,IS-VEM
IT,117,IT-21
IT,374,IT-AL
IT,374,IT-AT
IT,374,IT-BI
IT,374,IT-CN
IT,374,IT-NO
IT,374,IT-VB
IT,374,IT-VC
IT,480,IT-TO
IT,117,IT-25
IT,374,IT-BG
IT,374,IT-BS
IT,374,IT-CO
IT,374,IT-CR
IT,374,IT-LC
IT,374,IT-LO
IT,374,IT-MB
IT,374,IT-MN
IT,374,IT-PV
IT,374,IT-SO
IT,374,IT-VA
IT,480,IT-MI
IT,117,IT-34
IT,374,IT-BL
IT,374,IT-PD
IT,374,IT-RO
IT,374,IT-TV
IT,374,IT-VI
IT,374,IT-VR
IT,480,IT-VE
IT,117,IT-42
IT,374,IT-IM
IT,374,IT-SP
IT,374,IT-SV
IT,480,IT-GE
IT,117,IT-45
IT,374,IT-FC
IT,374,IT-FE
IT,374,IT-MO
IT,374,IT-PC
IT,374,IT-PR
IT,374,IT-RA
IT,374,IT-RE
IT,374,IT-RN
IT,480,IT-BO
IT,117,IT-52
IT,374,IT-AR
IT,374,IT-GR
IT,374,IT-LI
IT,374,IT-LU
IT,374,IT-MS
IT,374,IT-PI
IT,374,IT-PO
IT,374,IT-PT
IT,374,IT-SI
IT,480,IT-FI
IT,117,IT-55
IT,374,IT-PG
IT,374,IT-TR
IT,117,IT-57
IT,374,IT-AN
IT,374,IT-AP
IT,374,IT-FM
IT,374,IT-MC
IT,374,IT-PU
IT,117,IT-62
IT,374,IT-FR
IT,374,IT-LT
IT,374,IT-RI
IT,374,IT-VT
IT,480,IT-RM
IT,117,IT-65
IT,374,IT-AQ
IT,374,IT-CH
IT,374,IT-PE
IT,374,IT-TE
IT,117,IT-67
IT,374,IT-CB
IT,374,IT-IS
IT,117,IT-72
IT,374,IT-AV
IT,374,IT-BN
IT,374,IT-CE
IT,374,IT-SA
IT,480,IT-NA
IT,117,IT-75
IT,374,IT-BR
IT,374,IT-BT
IT,374,IT-FG
IT,374,IT-LE
IT,374,IT-TA
IT,480,IT-BA
IT,117,IT-77
IT,374,IT-MT
IT,374,IT-PZ
IT,117,IT-78
IT,374,IT-CS
IT,374,IT-CZ
IT,374,IT-KR
IT,374,IT-VV
IT,480,IT-RC
IT,482,IT-23
IT,482,IT-32
IT,481,IT-BZ
IT,481,IT-TN
IT,482,IT-36
IT,486,IT-GO
IT,486,IT-PN
IT,486,IT-TS
IT,486,IT-UD
IT,482,IT-82
IT,479,IT-AG
IT,479,IT-CL
IT,479,IT-EN
IT,479,IT-RG
IT,479,IT-SR
IT,479,IT-TP
IT,480,IT-CT
IT,480,IT-ME
IT,480,IT-PA
IT,482,IT-88
IT,374,IT-NU
IT,374,IT-OR
IT,374,IT-SS
IT,374,IT-SU
IT,480,IT-CA
JM,118,JM-01
JM,118,JM-02
JM,118,JM-03
JM,118,JM-04
JM,118,JM-05
JM,118,JM-06
JM,118,JM-07
JM,118,JM-08
JM,118,JM-09
JM,118,JM-10
JM,118,JM-11
JM,118,JM-12
JM,118,JM-13
JM,118,JM-14
JO,420,JO-AJ
JO,420,JO-AM
JO,420,JO-AQ
JO,420,JO-AT
JO,420,JO-AZ
JO,420,JO-BA
JO,420,JO-IR
JO,420,JO-JA
JO,420,JO-KA
JO,420,JO-MA
JO,420,JO-MD
JO,420,JO-MN
JP,247,JP-01
JP,247,JP-02
JP,247,JP-03
JP,247,JP-04
JP,247,JP-05
JP,247,JP-06
JP,247,JP-07
JP,247,JP-08
JP,247,JP-09
JP,247,JP-10
JP,247,JP-11
JP,247,JP-12
JP,247,JP-13
JP,247,JP-14
JP,247,JP-15
JP,247,JP-16
JP,247,JP-17
JP,247,JP-18
JP,247,JP-19
JP,247,JP-20
JP,247,JP-21
JP,247,JP-22
JP,247,JP-23
JP,247,JP-24
JP,247,JP-25
JP,247,JP-26
JP,247,JP-27
JP,247,JP-28
JP,247,JP-29
JP,247,JP-30
JP,247,JP-31
JP,247,JP-32
JP,247,JP-33
JP,247,JP-34
JP,247,JP-35
JP,247,JP-36
JP,247,JP-37
JP,247,JP-38
JP,247,JP-39
JP,247,JP-40
JP,247,JP-41
JP,247,JP-42
JP,247,JP-43
JP,247,JP-44
JP,247,JP-45
JP,247,JP-46
JP,247,JP-47
KE,451,KE-01
KE,451,KE-02
KE,451,KE-03
KE,451,KE-04
KE,451,KE-05
KE,451,KE-06
KE,451,KE-07
KE,451,KE-08
KE,451,KE-09
KE,451,KE-10
KE,451,KE-11
KE,451,KE-12
KE,451,KE-13
KE,451,KE-14
KE,451,KE-15
KE,451,KE-16
KE,451,KE-17
KE,451,KE-18
KE,451,KE-19
KE,451,KE-20
KE,451,KE-21
KE,451,KE-22
KE,451,KE-23
KE,451,KE-24
KE,451,KE-25
KE,451,KE-26
KE,451,KE-27
KE,451,KE-28
KE,451,KE-29
KE,451,KE-30
KE,451,KE-31
KE,451,KE-32
KE,451,KE-33
KE,451,KE-34
KE,451,KE-35
KE,451,KE-36
KE,451,KE-37
KE,451,KE-38
KE,451,KE-39
KE,451,KE-40
KE,451,KE-41
KE,451,KE-42
KE,451,KE-43
KE,451,KE-44
KE,451,KE-45
KE,451,KE-46
KE,451,KE-47
KG,187,KG-GB
KG,187,KG-GO
KG,328,KG-B
KG,328,KG-C
KG,328,KG-J
KG,328,KG-N
KG,328,KG-O
KG,328,KG-T
KG,328,KG-Y
KH,206,KH-12
KH,342,KH-1
KH,342,KH-10
KH,342,KH-11
KH,342,KH-13
KH,342,KH-14
KH,342,KH-15
KH,342,KH-16
KH,342,KH-17
KH,342,KH-18
KH,342,KH-19
KH,342,KH-2
KH,342,KH-20
KH,342,KH-21
KH,342,KH-22
KH,342,KH-23
KH,342,KH-24
KH,342,KH-25
KH,342,KH-3
KH,342,KH-4
KH,342,KH-5
KH,342,KH-6
KH,342,KH-7
KH,342,KH-8
KH,342,KH-9
KI,431,KI-G
KI,431,KI-L
KI,431,KI-P
KM,174,KM-A
KM,174,KM-G
KM,174,KM-M
KN,432,KN-K
KN,375,KN-01
KN,375,KN-02
KN,375,KN-03
KN,375,KN-06
KN,375,KN-08
KN,375,KN-09
KN,375,KN-11
KN,375,KN-13
KN,375,KN-15
KN,432,KN-N
KN,375,KN-04
KN,375,KN-05
KN,375,KN-07
KN,375,KN-10
KN,375,KN-12
KP,140,KP-13
KP,207,KP-02
KP,207,KP-03
KP,207,KP-04
KP,207,KP-05
KP,207,KP-06
KP,207,KP-07
KP,207,KP-08
KP,207,KP-09
KP,207,KP-10
KP,356,KP-01
KP,473,KP-14
KR,226,KR-11
KR,227,KR-26
KR,227,KR-27
KR,227,KR-28
KR,227,KR-29
KR,227,KR-30
KR,227,KR-31
KR,329,KR-41
KR,329,KR-42
KR,329,KR-43
KR,329,KR-44
KR,329,KR-45
KR,329,KR-46
KR,329,KR-47
KR,329,KR-48
KR,452,KR-49
KR,453,KR-50
KW,119,KW-AH
KW,119,KW-FA
KW,119,KW-HA
KW,119,KW-JA
KW,119,KW-KU
KW,119,KW-MU
KZ,330,KZ-AKM
KZ,330,KZ-AKT
KZ,330,KZ-ALM
KZ,330,KZ-ATY
KZ,330,KZ-KAR
KZ,330,KZ-KUS
KZ,330,KZ-KZY
KZ,330,KZ-MAN
KZ,330,KZ-PAV
KZ,330,KZ-SEV
KZ,330,KZ-VOS
KZ,330,KZ-YUZ
KZ,330,KZ-ZAP
KZ,330,KZ-ZHA
KZ,437,KZ-ALA
KZ,437,KZ-AST
KZ,437,KZ-SHY
LA,273,LA-VT
LA,285,LA-AT
LA,285,LA-BK
LA,285,LA-BL
LA,285,LA-CH
LA,285,LA-HO
LA,285,LA-KH
LA,285,LA-LM
LA,285,LA-LP
LA,285,LA-OU
LA,285,LA-PH
LA,285,LA-SL
LA,285,LA-SV
LA,285,LA-VI
LA,285,LA-XA
LA,285,LA-XE
LA,285,LA-XI
LA,285,LA-XS
LB,208,LB-AK
LB,208,LB-AS
LB,208,LB-BA
LB,208,LB-BH
LB,208,LB-BI
LB,208,LB-JA
LB,208,LB-JL
LB,208,LB-NA
LC,376,LC-01
LC,376,LC-02
LC,376,LC-03
LC,376,LC-05
