alpha_2_code,subdivision_category_id,subdivision_code
AD,262,AD-02
AD,262,AD-03
AD,262,AD-04
AD,262,AD-05
AD,262,AD-06
AD,262,AD-07
AD,262,AD-08
AE,199,AE-AJ
AE,199,AE-AZ
AE,199,AE-DU
AE,199,AE-FU
AE,199,AE-RK
AE,199,AE-SH
AE,199,AE-UQ
AF,321,AF-BAL
AF,321,AF-BAM
AF,321,AF-BDG
AF,321,AF-BDS
AF,321,AF-BGL
AF,321,AF-DAY
AF,321,AF-FRA
AF,321,AF-FYB
AF,321,AF-GHA
AF,321,AF-GHO
AF,321,AF-HEL
AF,321,AF-HER
AF,321,AF-JOW
AF,321,AF-KAB
AF,321,AF-KAN
AF,321,AF-KAP
AF,321,AF-KDZ
AF,321,AF-KHO
AF,321,AF-KNR
AF,321,AF-LAG
AF,321,AF-LOG
AF,321,AF-NAN
AF,321,AF-NIM
AF,321,AF-NUR
AF,321,AF-PAN
AF,321,AF-PAR
AF,321,AF-PIA
AF,321,AF-PKA
AF,321,AF-SAM
AF,321,AF-SAR
AF,321,AF-TAK
AF,321,AF-URU
AF,321,AF-WAR
AF,321,AF-ZAB
AG,298,AG-10
AG,298,AG-11
AG,429,AG-03
AG,429,AG-04
AG,429,AG-05
AG,429,AG-06
AG,429,AG-07
AG,429,AG-08
AL,322,AL-01
AL,322,AL-02
AL,322,AL-03
AL,322,AL-04
AL,322,AL-05
AL,322,AL-06
AL,322,AL-07
AL,322,AL-08
AL,322,AL-09
AL,322,AL-10
AL,322,AL-11
AL,322,AL-12
AM,106,AM-AG
AM,106,AM-AR
AM,106,AM-AV
AM,106,AM-GR
AM,106,AM-KT
AM,106,AM-LO
AM,106,AM-SH
AM,106,AM-SU
AM,106,AM-TV
AM,106,AM-VD
AM,189,AM-ER
AO,155,AO-BGO
AO,155,AO-BGU
AO,155,AO-BIE
AO,155,AO-CAB
AO,155,AO-CCU
AO,155,AO-CNN
AO,155,AO-CNO
AO,155,AO-CUS
AO,155,AO-HUA
AO,155,AO-HUI
AO,155,AO-LNO
AO,155,AO-LSU
AO,155,AO-LUA
AO,155,AO-MAL
AO,155,AO-MOX
AO,155,AO-NAM
AO,155,AO-UIG
AO,155,AO-ZAI
AR,107,AR-A
AR,107,AR-B
AR,107,AR-D
AR,107,AR-E
AR,107,AR-F
AR,107,AR-G
AR,107,AR-H
AR,107,AR-J
AR,107,AR-K
AR,107,AR-L
AR,107,AR-M
AR,107,AR-N
AR,107,AR-P
AR,107,AR-Q
AR,107,AR-R
AR,107,AR-S
AR,107,AR-T
AR,107,AR-U
AR,107,AR-V
AR,107,AR-W
AR,107,AR-X
AR,107,AR-Y
AR,107,AR-Z
AR,182,AR-C
AT,392,AT-1
AT,392,AT-2
AT,392,AT-3
AT,392,AT-4
AT,392,AT-5
AT,392,AT-6
AT,392,AT-7
AT,392,AT-8
AT,392,AT-9
AU,324,AU-ACT
AU,324,AU-NT
AU,393,AU-NSW
AU,393,AU-QLD
AU,393,AU-SA
AU,393,AU-TAS
AU,393,AU-VIC
AU,393,AU-WA
AZ,108,AZ-BA
AZ,108,AZ-GA
AZ,108,AZ-LA
AZ,108,AZ-MI
AZ,108,AZ-NA
AZ,108,AZ-SA
AZ,108,AZ-SM
AZ,108,AZ-SR
AZ,108,AZ-XA
AZ,108,AZ-YE
AZ,325,AZ-ABS
AZ,325,AZ-AGA
AZ,325,AZ-AGC
AZ,325,AZ-AGM
AZ,325,AZ-AGS
AZ,325,AZ-AGU
AZ,325,AZ-AST
AZ,325,AZ-BAL
AZ,325,AZ-BAR
AZ,325,AZ-BEY
AZ,325,AZ-BIL
AZ,325,AZ-CAB
AZ,325,AZ-CAL
AZ,325,AZ-DAS
AZ,325,AZ-FUZ
AZ,325,AZ-GAD
AZ,325,AZ-GOR
AZ,325,AZ-GOY
AZ,325,AZ-GYG
AZ,325,AZ-HAC
AZ,325,AZ-IMI
AZ,325,AZ-ISM
AZ,325,AZ-KAL
AZ,325,AZ-KUR
AZ,325,AZ-LAC
AZ,325,AZ-LAN
AZ,325,AZ-LER
AZ,325,AZ-MAS
AZ,325,AZ-NEF
AZ,325,AZ-OGU
AZ,325,AZ-QAB
AZ,325,AZ-QAX
AZ,325,AZ-QAZ
AZ,325,AZ-QBA
AZ,325,AZ-QBI
AZ,325,AZ-QOB
AZ,325,AZ-QUS
AZ,325,AZ-SAB
AZ,325,AZ-SAK
AZ,325,AZ-SAL
AZ,325,AZ-SAT
AZ,325,AZ-SBN
AZ,325,AZ-SIY
AZ,325,AZ-SKR
AZ,325,AZ-SMI
AZ,325,AZ-SMX
AZ,325,AZ-SUS
AZ,325,AZ-TAR
AZ,325,AZ-TOV
AZ,325,AZ-UCA
AZ,325,AZ-XAC
AZ,325,AZ-XCI
AZ,325,AZ-XIZ
AZ,325,AZ-XVD
AZ,325,AZ-YAR
AZ,325,AZ-YEV
AZ,325,AZ-ZAN
AZ,325,AZ-ZAQ
AZ,325,AZ-ZAR
AZ,357,AZ-NX
AZ,108,AZ-NV
AZ,325,AZ-BAB
AZ,325,AZ-CUL
AZ,325,AZ-KAN
AZ,325,AZ-ORD
AZ,325,AZ-SAD
AZ,325,AZ-SAH
AZ,325,AZ-SAR
BA,237,BA-BIH
BA,237,BA-SRP
BA,438,BA-BRC
BB,430,BB-01
BB,430,BB-02
BB,430,BB-03
BB,430,BB-04
BB,430,BB-05
BB,430,BB-06
BB,430,BB-07
BB,430,BB-08
BB,430,BB-09
BB,430,BB-10
BB,430,BB-11
BD,274,BD-A
BD,149,BD-02
BD,149,BD-06
BD,149,BD-07
BD,149,BD-25
BD,149,BD-50
BD,149,BD-51
BD,274,BD-B
BD,149,BD-01
BD,149,BD-04
BD,149,BD-08
BD,149,BD-09
BD,149,BD-10
BD,149,BD-11
BD,149,BD-16
BD,149,BD-29
BD,149,BD-31
BD,149,BD-47
BD,149,BD-56
BD,274,BD-C
BD,149,BD-13
BD,149,BD-15
BD,149,BD-17
BD,149,BD-18
BD,149,BD-26
BD,149,BD-33
BD,149,BD-35
BD,149,BD-36
BD,149,BD-40
BD,149,BD-42
BD,149,BD-53
BD,149,BD-62
BD,149,BD-63
BD,274,BD-D
BD,149,BD-05
BD,149,BD-12
BD,149,BD-22
BD,149,BD-23
BD,149,BD-27
BD,149,BD-30
BD,149,BD-37
BD,149,BD-39
BD,149,BD-43
BD,149,BD-58
BD,274,BD-E
BD,149,BD-03
BD,149,BD-24
BD,149,BD-44
BD,149,BD-45
BD,149,BD-48
BD,149,BD-49
BD,149,BD-54
BD,149,BD-59
BD,274,BD-F
BD,149,BD-14
BD,149,BD-19
BD,149,BD-28
BD,149,BD-32
BD,149,BD-46
BD,149,BD-52
BD,149,BD-55
BD,149,BD-64
BD,274,BD-G
BD,149,BD-20
BD,149,BD-38
BD,149,BD-60
BD,149,BD-61
BD,274,BD-H
BD,149,BD-21
BD,149,BD-34
BD,149,BD-41
BD,149,BD-57
BE,391,BE-BRU
BE,391,BE-VLG
BE,390,BE-VAN
BE,390,BE-VBR
BE,390,BE-VLI
BE,390,BE-VOV
BE,390,BE-VWV
BE,391,BE-WAL
BE,390,BE-WBR
BE,390,BE-WHT
BE,390,BE-WLG
BE,390,BE-WLX
BE,390,BE-WNA
BF,192,BF-01
BF,235,BF-BAL
BF,235,BF-BAN
BF,235,BF-KOS
BF,235,BF-MOU
BF,235,BF-NAY
BF,235,BF-SOR
BF,192,BF-02
BF,235,BF-COM
BF,235,BF-LER
BF,192,BF-03
BF,235,BF-KAD
BF,192,BF-04
BF,235,BF-BLG
BF,235,BF-KOP
BF,235,BF-KOT
BF,192,BF-05
BF,235,BF-BAM
BF,235,BF-NAM
BF,235,BF-SMT
BF,192,BF-06
BF,235,BF-BLK
BF,235,BF-SIS
BF,235,BF-SNG
BF,235,BF-ZIR
BF,192,BF-07
BF,235,BF-BAZ
BF,235,BF-NAO
BF,235,BF-ZOU
BF,192,BF-08
BF,235,BF-GNA
BF,235,BF-GOU
BF,235,BF-KMD
BF,235,BF-KMP
BF,235,BF-TAP
BF,192,BF-09
BF,235,BF-HOU
BF,235,BF-KEN
BF,235,BF-TUI
BF,192,BF-10
BF,235,BF-LOR
BF,235,BF-PAS
BF,235,BF-YAT
BF,235,BF-ZON
BF,192,BF-11
BF,235,BF-GAN
BF,235,BF-KOW
BF,235,BF-OUB
BF,192,BF-12
BF,235,BF-OUD
BF,235,BF-SEN
BF,235,BF-SOM
BF,235,BF-YAG
BF,192,BF-13
BF,235,BF-BGR
BF,235,BF-IOB
BF,235,BF-NOU
BF,235,BF-PON
BG,361,BG-01
BG,361,BG-02
BG,361,BG-03
BG,361,BG-04
BG,361,BG-05
BG,361,BG-06
BG,361,BG-07
BG,361,BG-08
BG,361,BG-09
BG,361,BG-10
BG,361,BG-11
BG,361,BG-12
BG,361,BG-13
BG,361,BG-14
BG,361,BG-15
BG,361,BG-16
BG,361,BG-17
BG,361,BG-18
BG,361,BG-19
BG,361,BG-20
BG,361,BG-21
BG,361,BG-22
BG,361,BG-23
BG,361,BG-24
BG,361,BG-25
BG,361,BG-26
BG,361,BG-27
BG,361,BG-28
BH,338,BH-13
BH,338,BH-14
BH,338,BH-15
BH,338,BH-17
BI,275,BI-BB
BI,275,BI-BL
BI,275,BI-BM
BI,275,BI-BR
BI,275,BI-CA
BI,275,BI-CI
BI,275,BI-GI
BI,275,BI-KI
BI,275,BI-KR
BI,275,BI-KY
BI,275,BI-MA
BI,275,BI-MU
BI,275,BI-MW
BI,275,BI-MY
BI,275,BI-NG
BI,275,BI-RM
BI,275,BI-RT
BI,275,BI-RY
BJ,276,BJ-AK
BJ,276,BJ-AL
BJ,276,BJ-AQ
BJ,276,BJ-BO
BJ,276,BJ-CO
BJ,276,BJ-DO
BJ,276,BJ-KO
BJ,276,BJ-LI
BJ,276,BJ-MO
BJ,276,BJ-OU
BJ,276,BJ-PL
BJ,276,BJ-ZO
BN,362,BN-BE
BN,362,BN-BM
BN,362,BN-TE
BN,362,BN-TU
BO,231,BO-B
BO,231,BO-C
BO,231,BO-H
BO,231,BO-L
BO,231,BO-N
BO,231,BO-O
BO,231,BO-P
BO,231,BO-S
BO,231,BO-T
BQ,272,BQ-BO
BQ,272,BQ-SA
BQ,272,BQ-SE
BR,193,BR-AC
BR,193,BR-AL
BR,193,BR-AM
BR,193,BR-AP
BR,193,BR-BA
BR,193,BR-CE
BR,193,BR-ES
BR,193,BR-GO
BR,193,BR-MA
BR,193,BR-MG
BR,193,BR-MS
BR,193,BR-MT
BR,193,BR-PA
BR,193,BR-PB
BR,193,BR-PE
BR,193,BR-PI
BR,193,BR-PR
BR,193,BR-RJ
BR,193,BR-RN
BR,193,BR-RO
BR,193,BR-RR
BR,193,BR-RS
BR,193,BR-SC
BR,193,BR-SE
BR,193,BR-SP
BR,193,BR-TO
BR,403,BR-DF
BS,100,BS-AK
BS,100,BS-BI
BS,100,BS-BP
BS,100,BS-BY
BS,100,BS-CE
BS,100,BS-CI
BS,100,BS-CK
BS,100,BS-CO
BS,100,BS-CS
BS,100,BS-EG
BS,100,BS-EX
BS,100,BS-FP
BS,100,BS-GC
BS,100,BS-HI
BS,100,BS-HT
BS,100,BS-IN
BS,100,BS-LI
BS,100,BS-MC
BS,100,BS-MG
BS,100,BS-MI
BS,100,BS-NE
BS,100,BS-NO
BS,100,BS-NS
BS,100,BS-RC
BS,100,BS-RI
BS,100,BS-SA
BS,100,BS-SE
BS,100,BS-SO
BS,100,BS-SS
BS,100,BS-SW
BS,100,BS-WG
BS,474,BS-NP
BT,152,BT-11
BT,152,BT-12
BT,152,BT-13
BT,152,BT-14
BT,152,BT-15
BT,152,BT-21
BT,152,BT-22
BT,152,BT-23
BT,152,BT-24
BT,152,BT-31
BT,152,BT-32
BT,152,BT-33
BT,152,BT-34
BT,152,BT-41
BT,152,BT-42
BT,152,BT-43
BT,152,BT-44
BT,152,BT-45
BT,152,BT-GA
BT,152,BT-TY
BW,277,BW-CE
BW,277,BW-CH
BW,277,BW-GH
BW,277,BW-KG
BW,277,BW-KL
BW,277,BW-KW
BW,277,BW-NE
BW,277,BW-NW
BW,277,BW-SE
BW,277,BW-SO
BW,447,BW-JW
BW,447,BW-LO
BW,447,BW-SP
BW,447,BW-ST
BW,448,BW-FR
BW,448,BW-GA
BY,102,BY-HM
BY,411,BY-BR
BY,411,BY-HO
BY,411,BY-HR
BY,411,BY-MA
BY,411,BY-MI
BY,411,BY-VI
BZ,297,BZ-BZ
BZ,297,BZ-CY
BZ,297,BZ-CZL
BZ,297,BZ-OW
BZ,297,BZ-SC
BZ,297,BZ-TOL
CA,233,CA-NT
CA,233,CA-NU
CA,233,CA-YT
CA,412,CA-AB
CA,412,CA-BC
CA,412,CA-MB
CA,412,CA-NB
CA,412,CA-NL
CA,412,CA-NS
CA,412,CA-ON
CA,412,CA-PE
CA,412,CA-QC
CA,412,CA-SK
CD,278,CD-BC
CD,278,CD-BU
CD,278,CD-EQ
CD,278,CD-HK
CD,278,CD-HL
CD,278,CD-HU
CD,278,CD-IT
CD,278,CD-KC
CD,278,CD-KE
CD,278,CD-KG
CD,278,CD-KL
CD,278,CD-KS
CD,278,CD-LO
CD,278,CD-LU
CD,278,CD-MA
CD,278,CD-MN
CD,278,CD-MO
CD,278,CD-NK
CD,278,CD-NU
CD,278,CD-SA
CD,278,CD-SK
CD,278,CD-SU
CD,278,CD-TA
CD,278,CD-TO
CD,278,CD-TU
CD,404,CD-KN
CF,194,CF-KB
CF,194,CF-SE
CF,339,CF-AC
CF,339,CF-BB
CF,339,CF-BK
CF,339,CF-HK
CF,339,CF-HM
CF,339,CF-HS
CF,339,CF-KG
CF,339,CF-LB
CF,339,CF-MB
CF,339,CF-MP
CF,339,CF-NM
CF,339,CF-OP
CF,339,CF-UK
CF,339,CF-VK
CF,446,CF-BGF
CG,279,CG-11
CG,279,CG-12
CG,279,CG-13
CG,279,CG-14
CG,279,CG-15
CG,279,CG-16
CG,279,CG-2
CG,279,CG-5
CG,279,CG-7
CG,279,CG-8
CG,279,CG-9
CG,279,CG-BZV
CH,153,CH-AG
CH,153,CH-AI
CH,153,CH-AR
CH,153,CH-BE
CH,153,CH-BL
CH,153,CH-BS
CH,153,CH-FR
CH,153,CH-GE
CH,153,CH-GL
CH,153,CH-GR
CH,153,CH-JU
CH,153,CH-LU
CH,153,CH-NE
CH,153,CH-NW
CH,153,CH-OW
CH,153,CH-SG
CH,153,CH-SH
CH,153,CH-SO
CH,153,CH-SZ
CH,153,CH-TG
CH,153,CH-TI
CH,153,CH-UR
CH,153,CH-VD
CH,153,CH-VS
CH,153,CH-ZG
CH,153,CH-ZH
CI,460,CI-AB
CI,460,CI-YM
CI,461,CI-BS
CI,461,CI-CM
CI,461,CI-DN
CI,461,CI-GD
CI,461,CI-LC
CI,461,CI-LG
CI,461,CI-MG
CI,461,CI-SM
CI,461,CI-SV
CI,461,CI-VB
CI,461,CI-WR
CI,461,CI-ZZ
CL,364,CL-AI
CL,364,CL-AN
CL,364,CL-AP
CL,364,CL-AR
CL,364,CL-AT
CL,364,CL-BI
CL,364,CL-CO
CL,364,CL-LI
CL,364,CL-LL
CL,364,CL-LR
CL,364,CL-MA
CL,364,CL-ML
CL,364,CL-NB
CL,364,CL-RM
CL,364,CL-TA
CL,364,CL-VS
CM,130,CM-AD
CM,130,CM-CE
CM,130,CM-EN
CM,130,CM-ES
CM,130,CM-LT
CM,130,CM-NO
CM,130,CM-NW
CM,130,CM-OU
CM,130,CM-SU
CM,130,CM-SW
CN,103,CN-AH
CN,103,CN-FJ
CN,103,CN-GD
CN,103,CN-GS
CN,103,CN-GZ
CN,103,CN-HA
CN,103,CN-HB
CN,103,CN-HE
CN,103,CN-HI
CN,103,CN-HL
CN,103,CN-HN
CN,103,CN-JL
CN,103,CN-JS
CN,103,CN-JX
CN,103,CN-LN
CN,103,CN-QH
CN,103,CN-SC
CN,103,CN-SD
CN,103,CN-SN
CN,103,CN-SX
CN,103,CN-TW
CN,103,CN-YN
CN,103,CN-ZJ
CN,195,CN-GX
CN,195,CN-NM
CN,195,CN-NX
CN,195,CN-XJ
CN,195,CN-XZ
CN,268,CN-HK
CN,268,CN-MO
CN,397,CN-BJ
CN,397,CN-CQ
CN,397,CN-SH
CN,397,CN-TJ
CO,104,CO-AMA
CO,104,CO-ANT
CO,104,CO-ARA
CO,104,CO-ATL
CO,104,CO-BOL
CO,104,CO-BOY
CO,104,CO-CAL
CO,104,CO-CAQ
CO,104,CO-CAS
CO,104,CO-CAU
CO,104,CO-CES
CO,104,CO-CHO
CO,104,CO-COR
CO,104,CO-CUN
CO,104,CO-GUA
CO,104,CO-GUV
CO,104,CO-HUI
CO,104,CO-LAG
CO,104,CO-MAG
CO,104,CO-MET
CO,104,CO-NAR
CO,104,CO-NSA
CO,104,CO-PUT
CO,104,CO-QUI
CO,104,CO-RIS
CO,104,CO-SAN
CO,104,CO-SAP
CO,104,CO-SUC
CO,104,CO-TOL
CO,104,CO-VAC
CO,104,CO-VAU
CO,104,CO-VID
CO,143,CO-DC
CR,318,CR-A
CR,318,CR-C
CR,318,CR-G
CR,318,CR-H
CR,318,CR-L
CR,318,CR-P
CR,318,CR-SJ
CU,365,CU-01
CU,365,CU-03
CU,365,CU-04
CU,365,CU-05
CU,365,CU-06
CU,365,CU-07
CU,365,CU-08
CU,365,CU-09
CU,365,CU-10
CU,365,CU-11
CU,365,CU-12
CU,365,CU-13
CU,365,CU-14
CU,365,CU-15
CU,365,CU-16
CU,441,CU-99
CV,313,CV-B
CV,196,CV-BV
CV,196,CV-PA
CV,196,CV-PN
CV,196,CV-RB
CV,196,CV-RG
CV,196,CV-SL
CV,196,CV-SV
CV,196,CV-TS
CV,313,CV-S
CV,196,CV-BR
CV,196,CV-CA
CV,196,CV-CF
CV,196,CV-CR
CV,196,CV-MA
CV,196,CV-MO
CV,196,CV-PR
CV,196,CV-RS
CV,196,CV-SD
CV,196,CV-SF
CV,196,CV-SM
CV,196,CV-SO
CV,196,CV-SS
CV,196,CV-TA
CY,266,CY-01
CY,266,CY-02
CY,266,CY-03
CY,266,CY-04
CY,266,CY-05
CY,266,CY-06
CZ,154,CZ-20
CZ,197,CZ-201
CZ,197,CZ-202
CZ,197,CZ-203
CZ,197,CZ-204
CZ,197,CZ-205
CZ,197,CZ-206
CZ,197,CZ-207
CZ,197,CZ-208
CZ,197,CZ-209
CZ,197,CZ-20A
CZ,197,CZ-20B
CZ,197,CZ-20C
CZ,154,CZ-31
CZ,197,CZ-311
CZ,197,CZ-312
CZ,197,CZ-313
CZ,197,CZ-314
CZ,197,CZ-315
CZ,197,CZ-316
CZ,197,CZ-317
CZ,154,CZ-32
CZ,197,CZ-321
CZ,197,CZ-322
CZ,197,CZ-323
CZ,197,CZ-324
CZ,197,CZ-325
CZ,197,CZ-326
CZ,197,CZ-327
CZ,154,CZ-41
CZ,197,CZ-411
CZ,197,CZ-412
CZ,197,CZ-413
CZ,154,CZ-42
CZ,197,CZ-421
CZ,197,CZ-422
CZ,197,CZ-423
CZ,197,CZ-424
CZ,197,CZ-425
CZ,197,CZ-426
CZ,197,CZ-427
CZ,154,CZ-51
CZ,197,CZ-511
CZ,197,CZ-512
CZ,197,CZ-513
CZ,197,CZ-514
CZ,154,CZ-52
CZ,197,CZ-521
CZ,197,CZ-522
CZ,197,CZ-523
CZ,197,CZ-524
CZ,197,CZ-525
CZ,154,CZ-53
CZ,197,CZ-531
CZ,197,CZ-532
CZ,197,CZ-533
CZ,197,CZ-534
CZ,154,CZ-63
CZ,197,CZ-631
CZ,197,CZ-632
CZ,197,CZ-633
CZ,197,CZ-634
CZ,197,CZ-635
CZ,154,CZ-64
CZ,197,CZ-641
CZ,197,CZ-642
CZ,197,CZ-643
CZ,197,CZ-644
CZ,197,CZ-645
CZ,197,CZ-646
CZ,197,CZ-647
CZ,154,CZ-71
CZ,197,CZ-711
CZ,197,CZ-712
CZ,197,CZ-713
CZ,197,CZ-714
CZ,197,CZ-715
CZ,154,CZ-72
CZ,197,CZ-721
CZ,197,CZ-722
CZ,197,CZ-723
CZ,197,CZ-724
CZ,154,CZ-80
CZ,197,CZ-801
CZ,197,CZ-802
CZ,197,CZ-803
CZ,197,CZ-804
CZ,197,CZ-805
CZ,197,CZ-806
CZ,465,CZ-10
DE,198,DE-BB
DE,198,DE-BE
DE,198,DE-BW
DE,198,DE-BY
DE,198,DE-HB
DE,198,DE-HE
DE,198,DE-HH
DE,198,DE-MV
DE,198,DE-NI
DE,198,DE-NW
DE,198,DE-RP
DE,198,DE-SH
DE,198,DE-SL
DE,198,DE-SN
DE,198,DE-ST
DE,198,DE-TH
DJ,218,DJ-AR
DJ,218,DJ-AS
DJ,218,DJ-DI
DJ,218,DJ-OB
DJ,218,DJ-TA
DJ,401,DJ-DJ
DK,319,DK-81
DK,319,DK-82
DK,319,DK-83
DK,319,DK-84
DK,319,DK-85
DM,219,DM-02
DM,219,DM-03
DM,219,DM-04
DM,219,DM-05
DM,219,DM-06
DM,219,DM-07
DM,219,DM-08
DM,219,DM-09
DM,219,DM-10
DM,219,DM-11
DO,449,DO-33
DO,105,DO-06
DO,105,DO-14
DO,105,DO-19
DO,105,DO-20
DO,449,DO-34
DO,105,DO-05
DO,105,DO-15
DO,105,DO-26
DO,105,DO-27
DO,449,DO-35
DO,105,DO-09
DO,105,DO-18
DO,105,DO-25
DO,449,DO-36
DO,105,DO-13
DO,105,DO-24
DO,105,DO-28
DO,449,DO-37
DO,105,DO-07
DO,105,DO-22
DO,449,DO-38
DO,105,DO-03
DO,105,DO-04
DO,105,DO-10
DO,105,DO-16
DO,449,DO-39
DO,105,DO-23
DO,105,DO-29
DO,105,DO-30
DO,449,DO-40
DO,105,DO-32
DO,183,DO-01
DO,449,DO-41
DO,105,DO-02
DO,105,DO-17
DO,105,DO-21
DO,105,DO-31
DO,449,DO-42
DO,105,DO-08
DO,105,DO-11
DO,105,DO-12
DZ,366,DZ-01
DZ,366,DZ-02
DZ,366,DZ-03
DZ,366,DZ-04
DZ,366,DZ-05
DZ,366,DZ-06
DZ,366,DZ-07
DZ,366,DZ-08
DZ,366,DZ-09
DZ,366,DZ-10
DZ,366,DZ-11
DZ,366,DZ-12
DZ,366,DZ-13
DZ,366,DZ-14
DZ,366,DZ-15
DZ,366,DZ-16
DZ,366,DZ-17
DZ,366,DZ-18
DZ,366,DZ-19
DZ,366,DZ-20
DZ,366,DZ-21
DZ,366,DZ-22
DZ,366,DZ-23
DZ,366,DZ-24
DZ,366,DZ-25
DZ,366,DZ-26
DZ,366,DZ-27
DZ,366,DZ-28
DZ,366,DZ-29
DZ,366,DZ-30
DZ,366,DZ-31
DZ,366,DZ-32
DZ,366,DZ-33
DZ,366,DZ-34
DZ,366,DZ-35
DZ,366,DZ-36
DZ,366,DZ-37
DZ,366,DZ-38
DZ,366,DZ-39
DZ,366,DZ-40
DZ,366,DZ-41
DZ,366,DZ-42
DZ,366,DZ-43
DZ,366,DZ-44
DZ,366,DZ-45
DZ,366,DZ-46
DZ,366,DZ-47
DZ,366,DZ-48
EC,320,EC-A
EC,320,EC-B
EC,320,EC-C
EC,320,EC-D
EC,320,EC-E
EC,320,EC-F
EC,320,EC-G
EC,320,EC-H
EC,320,EC-I
EC,320,EC-L
EC,320,EC-M
EC,320,EC-N
EC,320,EC-O
EC,320,EC-P
EC,320,EC-R
EC,320,EC-S
EC,320,EC-SD
EC,320,EC-SE
EC,320,EC-T
EC,320,EC-U
EC,320,EC-W
EC,320,EC-X
EC,320,EC-Y
EC,320,EC-Z
EE,407,EE-37
EE,483,EE-296
EE,483,EE-424
EE,483,EE-446
EE,483,EE-784
EE,484,EE-141
EE,484,EE-198
EE,484,EE-245
EE,484,EE-305
EE,484,EE-338
EE,484,EE-353
EE,484,EE-431
EE,484,EE-651
EE,484,EE-653
EE,484,EE-719
EE,484,EE-726
EE,484,EE-890
EE,407,EE-39
EE,484,EE-205
EE,407,EE-45
EE,483,EE-321
EE,483,EE-511
EE,483,EE-514
EE,483,EE-735
EE,484,EE-130
EE,484,EE-251
EE,484,EE-442
EE,484,EE-803
EE,407,EE-50
EE,484,EE-247
EE,484,EE-486
EE,484,EE-618
EE,407,EE-52
EE,483,EE-567
EE,484,EE-255
EE,484,EE-834
EE,407,EE-56
EE,483,EE-184
EE,484,EE-441
EE,484,EE-907
EE,407,EE-60
EE,483,EE-663
EE,484,EE-191
EE,484,EE-272
EE,484,EE-661
EE,484,EE-792
EE,484,EE-901
EE,484,EE-903
EE,484,EE-928
EE,407,EE-64
EE,484,EE-284
EE,484,EE-622
EE,484,EE-708
EE,407,EE-68
EE,483,EE-624
EE,484,EE-214
EE,484,EE-303
EE,484,EE-430
EE,484,EE-638
EE,484,EE-712
EE,484,EE-809
EE,407,EE-71
EE,484,EE-293
EE,484,EE-317
EE,484,EE-503
EE,484,EE-668
EE,407,EE-74
EE,484,EE-478
EE,484,EE-689
EE,484,EE-714
EE,407,EE-79
EE,483,EE-793
EE,484,EE-171
EE,484,EE-283
EE,484,EE-291
EE,484,EE-432
EE,484,EE-528
EE,484,EE-586
EE,484,EE-796
EE,407,EE-81
EE,484,EE-557
EE,484,EE-824
EE,484,EE-855
EE,407,EE-84
EE,483,EE-897
EE,484,EE-480
EE,484,EE-615
EE,484,EE-899
EE,407,EE-87
EE,483,EE-919
EE,484,EE-142
EE,484,EE-698
EE,484,EE-732
EE,484,EE-917
EG,316,EG-ALX
EG,316,EG-ASN
EG,316,EG-AST
EG,316,EG-BA
EG,316,EG-BH
EG,316,EG-BNS
EG,316,EG-C
EG,316,EG-DK
EG,316,EG-DT
EG,316,EG-FYM
EG,316,EG-GH
EG,316,EG-GZ
EG,316,EG-IS
EG,316,EG-JS
EG,316,EG-KB
EG,316,EG-KFS
EG,316,EG-KN
EG,316,EG-LX
EG,316,EG-MN
EG,316,EG-MNF
EG,316,EG-MT
EG,316,EG-PTS
EG,316,EG-SHG
EG,316,EG-SHR
EG,316,EG-SIN
EG,316,EG-SUZ
EG,316,EG-WAD
ER,317,ER-AN
ER,317,ER-DK
ER,317,ER-DU
ER,317,ER-GB
ER,317,ER-MA
ER,317,ER-SK
ES,101,ES-AN
ES,408,ES-AL
ES,408,ES-CA
ES,408,ES-CO
ES,408,ES-GR
ES,408,ES-H
ES,408,ES-J
ES,408,ES-MA
ES,408,ES-SE
ES,101,ES-AR
ES,408,ES-HU
ES,408,ES-TE
ES,408,ES-Z
ES,101,ES-AS
ES,408,ES-O
ES,101,ES-CB
ES,408,ES-S
ES,101,ES-CL
ES,408,ES-AV
ES,408,ES-BU
ES,408,ES-LE
ES,408,ES-P
ES,408,ES-SA
ES,408,ES-SG
ES,408,ES-SO
ES,408,ES-VA
ES,408,ES-ZA
ES,101,ES-CM
ES,408,ES-AB
ES,408,ES-CR
ES,408,ES-CU
ES,408,ES-GU
ES,408,ES-TO
ES,101,ES-CN
ES,408,ES-GC
ES,408,ES-TF
ES,101,ES-CT
ES,408,ES-B
ES,408,ES-GI
ES,408,ES-L
ES,408,ES-T
ES,101,ES-EX
ES,408,ES-BA
ES,408,ES-CC
ES,101,ES-GA
ES,408,ES-C
ES,408,ES-LU
ES,408,ES-OR
ES,408,ES-PO
ES,101,ES-IB
ES,408,ES-PM
ES,101,ES-MC
ES,408,ES-MU
ES,101,ES-MD
ES,408,ES-M
ES,101,ES-NC
ES,408,ES-NA
ES,101,ES-PV
ES,408,ES-BI
ES,408,ES-SS
ES,408,ES-VI
ES,101,ES-RI
ES,408,ES-LO
ES,101,ES-VC
ES,408,ES-A
ES,408,ES-CS
ES,408,ES-V
ES,180,ES-CE
ES,180,ES-ML
ET,363,ET-AF
ET,363,ET-AM
ET,363,ET-BE
ET,363,ET-GA
